transect_id,region,latitude,longitude,slope,storm_count,storm_energy,depth_of_closure,geomorphology,longshore_direction,true_probability,label
TRX-0481,California Central Coast,37.02926,-122.07082,9.29,20,116.3,11.59,sandy,transitional,0.6086,1
TRX-0482,Gold Coast Spit,-27.96575,153.38913,9.3,10,258.3,11.23,defence structure,transitional,0.5793,1
TRX-0483,North Sea Barrier Island,53.64532,7.11445,4.48,25,348.8,13.47,sandy,transitional,0.6715,1
TRX-0484,Ligurian Littoral,44.17829,9.18811,2.63,9,166.8,12.07,sandy,divergent,0.2655,0
TRX-0485,Tyrrhenian Bay (Campania),40.87115,14.28072,3.34,3,309.4,14.81,sandy,divergent,0.357,0
TRX-0486,Tyrrhenian Bay (Campania),40.87857,14.20012,9.35,19,172.6,14.64,defence structure,transitional,0.3958,0
TRX-0487,California Central Coast,36.92496,-121.93965,10.98,8,319.1,15.54,defence structure,transitional,0.7945,1
TRX-0488,Adriatic Central Coast (Abruzzo),42.29579,14.41947,4.62,23,108.3,5.16,dune,transitional,0.6261,1
TRX-0489,Gold Coast Spit,-27.87415,153.44258,1.85,14,135.9,9.63,sandy,convergent,0.2873,0
TRX-0490,California Central Coast,36.87877,-122.08044,5.88,23,72.2,6.25,gravel,transitional,0.5038,1
TRX-0491,Ionian Barrier Spit,39.51835,16.64912,6.93,8,48.7,14.6,sandy,divergent,0.3212,0
TRX-0492,California Central Coast,36.90958,-122.14285,4.83,21,29.7,8.46,defence structure,transitional,0.3706,0
TRX-0493,Gold Coast Spit,-27.91305,153.40214,11.61,8,99.9,9.36,dune,divergent,0.5717,1
TRX-0494,Ligurian Littoral,44.41063,9.29604,0.96,23,341.7,8.47,gravel,transitional,0.7282,1
TRX-0495,Ionian Barrier Spit,39.41114,16.50698,3.83,16,269.2,17.4,dune,transitional,0.371,0
TRX-0496,Adriatic Central Coast (Abruzzo),42.27664,14.26803,3.15,23,267.2,5.19,dune,convergent,0.8509,1
TRX-0497,California Central Coast,36.99811,-122.00111,11.48,12,365.7,4.75,riverbank,transitional,0.9807,1
TRX-0498,Tyrrhenian Bay (Campania),40.97116,14.2554,7.79,3,94.6,11.01,gravel,divergent,0.2998,0
TRX-0499,Adriatic Central Coast (Abruzzo),42.21193,14.52668,4.37,16,177.4,6.54,sandy,transitional,0.5363,1
TRX-0500,North Sea Barrier Island,53.59357,7.23774,11.08,27,416.1,16.77,defence structure,convergent,0.9772,1
TRX-0501,Outer Banks Transect,35.91915,-75.55292,1.83,13,228.3,13.31,riverbank,transitional,0.2965,0
TRX-0502,California Central Coast,37.09116,-121.92708,4.65,18,72.7,12.98,dune,transitional,0.4107,0
TRX-0503,Ionian Barrier Spit,39.60878,16.4427,9.05,17,383.8,10.09,defence structure,divergent,0.9296,1
TRX-0504,Ligurian Littoral,44.24525,9.2172,11.9,4,93.7,15.41,sandy,convergent,0.209,0
TRX-0505,Outer Banks Transect,35.91404,-75.62579,5.61,15,318.2,15.18,dune,divergent,0.7554,1
TRX-0506,Ligurian Littoral,44.20542,9.27873,7.96,9,262.2,12.46,dune,convergent,0.6855,1
TRX-0507,Adriatic Central Coast (Abruzzo),42.30778,14.45644,6.38,17,358.5,10.59,dune,convergent,0.8112,1
TRX-0508,Ligurian Littoral,44.20798,9.05967,9.75,1,390.2,16.85,sandy,transitional,0.893,1
TRX-0509,Ionian Barrier Spit,39.57733,16.36984,11.65,15,366.9,10.87,sandy,transitional,0.9766,1
TRX-0510,Adriatic Central Coast (Abruzzo),42.38238,14.4973,9.23,13,264.6,14.15,dune,transitional,0.8316,1
TRX-0511,Adriatic Central Coast (Abruzzo),42.35619,14.38548,10.48,2,371.1,7.69,gravel,divergent,0.9456,1
TRX-0512,Adriatic Central Coast (Abruzzo),42.25696,14.38187,11.15,25,351.0,10.5,gravel,transitional,0.978,1
TRX-0513,Adriatic Central Coast (Abruzzo),42.40699,14.5211,6.22,21,200.7,13.89,sandy,divergent,0.7616,1
TRX-0514,Ligurian Littoral,44.26792,9.14704,1.09,15,256.1,13.76,sandy,transitional,0.3868,0
TRX-0515,North Sea Barrier Island,53.44722,7.24457,9.12,6,307.3,6.11,sandy,transitional,0.8237,1
TRX-0516,California Central Coast,37.01806,-121.90744,7.96,6,171.5,9.45,dune,divergent,0.5869,1
TRX-0517,Ligurian Littoral,44.19864,9.09338,9.8,2,187.8,8.52,dune,transitional,0.484,0
TRX-0518,Ligurian Littoral,44.43813,9.05106,9.76,1,203.5,15.62,gravel,convergent,0.255,0
TRX-0519,Gold Coast Spit,-28.02864,153.44666,6.37,14,196.8,12.32,sandy,divergent,0.55,1
TRX-0520,Ionian Barrier Spit,39.36468,16.39448,8.44,2,78.1,4.92,dune,transitional,0.4838,0
TRX-0521,Outer Banks Transect,35.92612,-75.73529,5.68,6,84.5,8.2,dune,transitional,0.2232,0
TRX-0522,Gold Coast Spit,-27.8752,153.37806,1.22,25,139.7,9.29,sandy,convergent,0.4342,0
TRX-0523,California Central Coast,37.05299,-122.18052,6.31,4,297.8,8.07,gravel,transitional,0.5341,1
TRX-0524,Tyrrhenian Bay (Campania),40.87141,14.4038,6.99,3,213.5,13.45,defence structure,divergent,0.2198,0
TRX-0525,North Sea Barrier Island,53.47812,7.30434,3.84,19,418.0,9.1,sandy,transitional,0.7763,1
TRX-0526,Gold Coast Spit,-27.85761,153.5351,3.52,10,411.7,4.52,sandy,transitional,0.7911,1
TRX-0527,Tyrrhenian Bay (Campania),40.92124,14.1722,8.0,14,185.6,8.84,dune,transitional,0.6979,1
TRX-0528,North Sea Barrier Island,53.42633,7.07035,4.31,18,149.6,4.58,dune,transitional,0.629,1
TRX-0529,Adriatic Central Coast (Abruzzo),42.44961,14.3082,10.56,22,211.6,10.67,sandy,convergent,0.8456,1
TRX-0530,Outer Banks Transect,35.78874,-75.50575,11.66,2,354.0,8.39,dune,transitional,0.961,1
TRX-0531,Adriatic Central Coast (Abruzzo),42.26248,14.45565,10.15,26,161.4,17.1,sandy,convergent,0.7559,1
TRX-0532,Ligurian Littoral,44.32129,9.16687,7.76,28,332.9,8.51,riverbank,divergent,0.957,1
TRX-0533,North Sea Barrier Island,53.47416,7.19912,3.58,15,351.8,8.43,gravel,convergent,0.6233,1
TRX-0534,Ionian Barrier Spit,39.62401,16.48313,1.09,16,382.0,6.5,sandy,transitional,0.7745,1
TRX-0535,North Sea Barrier Island,53.58266,7.09299,11.0,27,412.9,11.21,defence structure,convergent,0.9904,1
TRX-0536,Tyrrhenian Bay (Campania),40.70123,14.3897,8.84,20,368.8,8.83,riverbank,convergent,0.9566,1
TRX-0537,North Sea Barrier Island,53.35674,7.27755,8.27,7,148.4,7.0,sandy,transitional,0.4535,0
TRX-0538,Ligurian Littoral,44.19725,9.08434,12.01,18,225.6,7.19,sandy,transitional,0.8988,1
TRX-0539,Ligurian Littoral,44.43298,9.2912,7.52,6,48.5,12.47,sandy,transitional,0.2757,0
TRX-0540,Adriatic Central Coast (Abruzzo),42.23178,14.26614,5.79,6,301.9,16.09,dune,transitional,0.5891,1
TRX-0541,Gold Coast Spit,-27.91511,153.36373,10.36,23,323.4,15.02,sandy,divergent,0.9556,1
TRX-0542,Tyrrhenian Bay (Campania),40.94386,14.38591,6.28,15,144.2,12.88,dune,transitional,0.3549,0
TRX-0543,Ionian Barrier Spit,39.39312,16.61871,3.82,12,176.8,13.59,dune,divergent,0.4772,0
TRX-0544,Adriatic Central Coast (Abruzzo),42.21961,14.28387,6.4,28,88.3,14.48,dune,convergent,0.4689,0
TRX-0545,Tyrrhenian Bay (Campania),40.82171,14.32428,2.05,18,279.8,14.8,gravel,transitional,0.3534,0
TRX-0546,Ligurian Littoral,44.44217,9.16514,4.79,27,297.6,10.1,defence structure,transitional,0.8036,1
TRX-0547,Outer Banks Transect,35.81336,-75.67915,8.55,3,315.7,13.75,riverbank,convergent,0.614,1
TRX-0548,Tyrrhenian Bay (Campania),40.94661,14.16285,11.98,3,259.3,13.41,dune,divergent,0.7576,1
TRX-0549,Outer Banks Transect,35.79829,-75.55195,1.86,27,75.6,12.05,dune,divergent,0.4885,0
TRX-0550,Gold Coast Spit,-27.94062,153.38699,7.56,7,102.3,15.91,sandy,divergent,0.1867,0
TRX-0551,North Sea Barrier Island,53.62555,7.331,9.2,12,416.1,12.08,dune,transitional,0.9727,1
TRX-0552,Adriatic Central Coast (Abruzzo),42.31077,14.41467,1.42,23,244.0,17.22,sandy,convergent,0.3232,0
TRX-0553,Adriatic Central Coast (Abruzzo),42.27057,14.46067,5.41,11,304.7,9.78,gravel,convergent,0.5898,1
TRX-0554,California Central Coast,37.053,-122.09191,5.68,10,419.0,13.21,sandy,convergent,0.7984,1
TRX-0555,Adriatic Central Coast (Abruzzo),42.2432,14.51547,8.5,5,53.9,12.85,gravel,transitional,0.1996,0
TRX-0556,California Central Coast,36.98697,-122.06368,5.76,27,200.0,9.12,sandy,transitional,0.6846,1
TRX-0557,Gold Coast Spit,-27.84596,153.34102,6.67,14,390.6,11.99,sandy,convergent,0.8067,1
TRX-0558,Gold Coast Spit,-27.81148,153.29402,9.34,17,413.4,17.29,dune,transitional,0.9598,1
TRX-0559,Tyrrhenian Bay (Campania),40.85701,14.29302,3.67,21,316.7,16.99,sandy,transitional,0.6668,1
TRX-0560,Adriatic Central Coast (Abruzzo),42.47108,14.41051,0.93,15,225.1,10.6,dune,transitional,0.3926,0
TRX-0561,North Sea Barrier Island,53.43676,7.0606,11.6,24,141.6,14.71,sandy,transitional,0.629,1
TRX-0562,North Sea Barrier Island,53.59267,7.2373,4.16,3,70.7,5.5,riverbank,convergent,0.1678,0
TRX-0563,North Sea Barrier Island,53.43257,7.12709,9.47,20,89.8,12.19,sandy,transitional,0.5896,1
TRX-0564,Ionian Barrier Spit,39.49548,16.58981,10.89,11,413.6,17.08,dune,divergent,0.9644,1
TRX-0565,Gold Coast Spit,-27.87417,153.39388,5.28,22,196.1,12.79,sandy,divergent,0.5892,1
TRX-0566,Tyrrhenian Bay (Campania),40.71576,14.2492,6.37,16,318.5,14.28,gravel,transitional,0.7771,1
TRX-0567,California Central Coast,36.94238,-122.15646,10.98,1,135.5,14.87,gravel,transitional,0.1201,0
TRX-0568,Tyrrhenian Bay (Campania),40.97531,14.30123,11.99,14,264.2,12.98,sandy,convergent,0.8382,1
TRX-0569,Tyrrhenian Bay (Campania),40.7766,14.28525,6.19,22,319.6,14.05,dune,convergent,0.7617,1
TRX-0570,Ligurian Littoral,44.24398,9.05317,0.9,3,24.8,5.77,sandy,transitional,0.1921,0
TRX-0571,Ionian Barrier Spit,39.56758,16.42557,1.2,20,56.8,16.7,dune,divergent,0.342,0
TRX-0572,Tyrrhenian Bay (Campania),40.72592,14.29141,5.2,25,380.0,11.86,defence structure,divergent,0.8272,1
TRX-0573,Ligurian Littoral,44.226,9.19009,11.75,21,201.4,17.44,dune,transitional,0.7017,1
TRX-0574,North Sea Barrier Island,53.39859,7.0722,9.89,13,175.4,17.45,sandy,divergent,0.3917,0
TRX-0575,Ligurian Littoral,44.28217,9.19752,11.66,20,177.1,12.89,sandy,transitional,0.6415,1
TRX-0576,Tyrrhenian Bay (Campania),40.97378,14.32462,2.01,3,48.2,13.96,dune,convergent,0.1022,0
TRX-0577,Gold Coast Spit,-28.05534,153.4621,11.71,22,176.2,6.47,sandy,transitional,0.9024,1
TRX-0578,Gold Coast Spit,-27.95656,153.39117,9.31,26,334.2,11.52,sandy,divergent,0.9657,1
TRX-0579,Gold Coast Spit,-28.06364,153.43059,12.4,11,292.7,9.71,dune,divergent,0.96,1
TRX-0580,Outer Banks Transect,35.67414,-75.61211,9.77,21,101.2,11.71,defence structure,transitional,0.5567,1
TRX-0581,North Sea Barrier Island,53.55876,7.31894,8.18,12,214.6,16.01,gravel,convergent,0.4358,0
TRX-0582,Ionian Barrier Spit,39.49677,16.3689,7.12,10,219.9,17.04,riverbank,divergent,0.4864,0
TRX-0583,Adriatic Central Coast (Abruzzo),42.21111,14.26682,10.02,2,182.2,7.25,dune,transitional,0.6843,1
TRX-0584,Ligurian Littoral,44.37232,9.1199,1.64,24,76.6,13.0,gravel,divergent,0.2637,0
TRX-0585,Adriatic Central Coast (Abruzzo),42.2728,14.44464,0.97,21,40.0,8.5,riverbank,transitional,0.3638,0
TRX-0586,Tyrrhenian Bay (Campania),40.73425,14.28849,8.0,3,341.8,10.04,riverbank,divergent,0.8658,1
TRX-0587,California Central Coast,36.89727,-121.90724,7.54,5,148.6,17.04,sandy,convergent,0.2361,0
TRX-0588,North Sea Barrier Island,53.39237,7.17455,8.95,18,86.0,7.67,dune,convergent,0.5988,1
TRX-0589,California Central Coast,37.0333,-122.19531,6.5,1,22.9,16.54,dune,transitional,0.0957,0
TRX-0590,Gold Coast Spit,-27.89229,153.33185,8.29,17,200.2,7.61,sandy,transitional,0.8282,1
TRX-0591,Ligurian Littoral,44.36516,9.23361,1.83,27,333.0,9.02,sandy,convergent,0.8417,1
TRX-0592,Tyrrhenian Bay (Campania),40.88568,14.36882,12.35,17,107.7,14.51,dune,convergent,0.628,1
TRX-0593,Ionian Barrier Spit,39.3838,16.39477,10.67,16,219.0,6.58,defence structure,convergent,0.7042,1
TRX-0594,North Sea Barrier Island,53.45029,7.29155,9.67,2,61.8,5.18,gravel,convergent,0.2894,0
TRX-0595,Adriatic Central Coast (Abruzzo),42.34552,14.28482,11.27,24,197.9,12.04,gravel,divergent,0.8364,1
TRX-0596,Tyrrhenian Bay (Campania),40.79784,14.13942,9.43,28,100.0,16.09,sandy,transitional,0.6035,1
TRX-0597,Adriatic Central Coast (Abruzzo),42.46715,14.29348,11.66,15,91.2,9.36,gravel,convergent,0.4386,0
TRX-0598,Outer Banks Transect,35.68816,-75.54234,1.5,5,64.4,10.55,gravel,divergent,0.1446,0
TRX-0599,Ionian Barrier Spit,39.61592,16.53109,10.04,21,401.1,16.27,dune,transitional,0.9755,1
TRX-0600,Gold Coast Spit,-27.84134,153.33493,6.34,15,131.7,13.99,dune,convergent,0.4697,0
TRX-0601,Outer Banks Transect,35.78027,-75.68328,11.65,5,385.5,16.18,gravel,convergent,0.9504,1
TRX-0602,Adriatic Central Coast (Abruzzo),42.32771,14.3683,10.27,23,348.5,10.38,sandy,transitional,0.9716,1
TRX-0603,Adriatic Central Coast (Abruzzo),42.40795,14.37199,3.35,12,138.3,12.92,sandy,transitional,0.2658,0
TRX-0604,Adriatic Central Coast (Abruzzo),42.49293,14.38913,2.42,23,182.1,14.77,sandy,transitional,0.6115,1
TRX-0605,Adriatic Central Coast (Abruzzo),42.45811,14.27121,11.25,11,232.4,8.36,dune,transitional,0.771,1
TRX-0606,Ionian Barrier Spit,39.58631,16.37429,11.11,24,392.9,11.19,defence structure,transitional,0.9765,1
TRX-0607,Adriatic Central Coast (Abruzzo),42.23329,14.35968,8.04,12,166.6,12.93,dune,transitional,0.507,1
TRX-0608,Outer Banks Transect,35.72159,-75.71593,6.4,25,252.0,16.97,sandy,divergent,0.7259,1
TRX-0609,Ionian Barrier Spit,39.44614,16.61938,6.69,14,130.9,5.32,sandy,transitional,0.5294,1
TRX-0610,North Sea Barrier Island,53.48559,7.16044,8.68,23,343.5,16.73,sandy,divergent,0.9288,1
TRX-0611,Gold Coast Spit,-28.07381,153.3872,2.89,3,63.7,8.09,dune,transitional,0.2272,0
TRX-0612,Adriatic Central Coast (Abruzzo),42.28795,14.54087,7.13,5,209.6,9.96,dune,convergent,0.3824,0
TRX-0613,Ionian Barrier Spit,39.36888,16.61154,3.52,17,277.9,9.85,sandy,transitional,0.604,1
TRX-0614,Gold Coast Spit,-27.9626,153.44018,11.31,10,88.7,7.88,gravel,divergent,0.5935,1
TRX-0615,Adriatic Central Coast (Abruzzo),42.2445,14.33531,11.99,20,389.7,13.75,sandy,divergent,0.9915,1
TRX-0616,Ligurian Littoral,44.19838,9.08508,12.43,19,70.6,7.89,sandy,transitional,0.5847,1
TRX-0617,Adriatic Central Coast (Abruzzo),42.39967,14.54341,2.53,15,235.9,6.61,sandy,divergent,0.5463,1
TRX-0618,Ligurian Littoral,44.43434,9.32834,2.63,24,238.5,11.1,dune,convergent,0.6894,1
TRX-0619,North Sea Barrier Island,53.64088,7.27625,12.43,22,78.8,11.85,defence structure,transitional,0.5103,1
TRX-0620,Adriatic Central Coast (Abruzzo),42.24183,14.41529,4.4,13,267.0,7.36,sandy,transitional,0.519,1
TRX-0621,Ionian Barrier Spit,39.52503,16.41664,11.75,9,98.3,5.59,riverbank,transitional,0.7779,1
TRX-0622,California Central Coast,36.85834,-122.10467,7.88,2,383.4,9.19,sandy,divergent,0.8359,1
TRX-0623,Outer Banks Transect,35.76583,-75.74634,4.84,10,411.0,15.87,sandy,divergent,0.4675,0
TRX-0624,Gold Coast Spit,-28.01341,153.5117,12.15,14,311.4,9.88,riverbank,transitional,0.9668,1
TRX-0625,Ligurian Littoral,44.21234,9.19238,10.95,11,46.4,16.98,dune,convergent,0.1695,0
TRX-0626,California Central Coast,36.85247,-122.06136,7.44,5,99.7,15.32,sandy,transitional,0.3072,0
TRX-0627,North Sea Barrier Island,53.60038,7.14117,7.34,15,109.8,14.79,sandy,transitional,0.3195,0
TRX-0628,Tyrrhenian Bay (Campania),40.89614,14.37781,5.68,16,382.7,12.88,sandy,divergent,0.7884,1
TRX-0629,Gold Coast Spit,-27.8017,153.29002,9.52,19,212.2,10.17,sandy,transitional,0.8764,1
TRX-0630,Outer Banks Transect,35.80376,-75.57742,10.69,6,252.7,6.4,gravel,transitional,0.7414,1
TRX-0631,Outer Banks Transect,35.69899,-75.6682,5.71,12,39.5,8.29,dune,convergent,0.3305,0
TRX-0632,Tyrrhenian Bay (Campania),40.87963,14.16014,4.57,11,350.7,13.4,sandy,transitional,0.7291,1
TRX-0633,Outer Banks Transect,35.67875,-75.57599,10.43,1,74.8,8.16,dune,transitional,0.3862,0
TRX-0634,Ionian Barrier Spit,39.39637,16.41633,3.0,18,265.4,15.31,gravel,transitional,0.4268,0
TRX-0635,Tyrrhenian Bay (Campania),40.8252,14.38481,2.16,5,389.4,10.73,sandy,transitional,0.6313,1
TRX-0636,Outer Banks Transect,35.70166,-75.65859,9.51,4,108.9,15.64,sandy,convergent,0.1354,0
TRX-0637,Ligurian Littoral,44.21295,9.34433,5.77,25,333.6,5.51,dune,divergent,0.9427,1
TRX-0638,Adriatic Central Coast (Abruzzo),42.34072,14.52256,1.31,10,287.0,14.31,riverbank,divergent,0.4327,0
TRX-0639,Ionian Barrier Spit,39.52628,16.41001,8.65,1,56.3,15.5,defence structure,divergent,0.1096,0
TRX-0640,Ionian Barrier Spit,39.50147,16.3705,10.39,25,25.6,7.32,sandy,convergent,0.6734,1
TRX-0641,Adriatic Central Coast (Abruzzo),42.49207,14.27961,3.3,17,360.5,10.67,dune,convergent,0.7033,1
TRX-0642,Outer Banks Transect,35.94439,-75.62277,6.82,14,65.1,17.3,sandy,convergent,0.2022,0
TRX-0643,Ligurian Littoral,44.29874,9.15838,4.17,24,36.2,8.77,sandy,convergent,0.3545,0
TRX-0644,Gold Coast Spit,-28.03224,153.39218,12.32,14,95.5,5.4,riverbank,transitional,0.6396,1
TRX-0645,Outer Banks Transect,35.70379,-75.45038,6.55,4,178.5,11.29,dune,convergent,0.2412,0
TRX-0646,Tyrrhenian Bay (Campania),40.92243,14.37773,2.77,12,410.1,8.9,dune,divergent,0.8353,1
TRX-0647,Tyrrhenian Bay (Campania),40.76986,14.23741,6.64,25,305.4,12.06,sandy,divergent,0.8658,1
TRX-0648,Gold Coast Spit,-27.9,153.55504,12.35,17,131.6,14.48,sandy,convergent,0.5099,1
TRX-0649,Gold Coast Spit,-28.03075,153.55272,1.15,24,41.1,5.39,dune,divergent,0.3923,0
TRX-0650,Ligurian Littoral,44.24083,9.23697,9.69,22,320.6,14.48,riverbank,convergent,0.9401,1
TRX-0651,Gold Coast Spit,-27.95292,153.3485,4.82,28,236.2,4.73,dune,divergent,0.8904,1
TRX-0652,Gold Coast Spit,-28.00563,153.3829,6.18,2,90.7,13.07,dune,divergent,0.2008,0
TRX-0653,Ligurian Littoral,44.29744,9.09035,9.17,16,325.6,11.9,gravel,transitional,0.83,1
TRX-0654,Ligurian Littoral,44.30201,9.16742,6.59,13,266.8,9.09,defence structure,transitional,0.5967,1
TRX-0655,Adriatic Central Coast (Abruzzo),42.37714,14.28846,5.09,26,316.8,4.85,riverbank,transitional,0.9199,1
TRX-0656,Outer Banks Transect,35.77358,-75.73307,3.66,8,279.2,12.2,defence structure,convergent,0.3472,0
TRX-0657,North Sea Barrier Island,53.38434,7.10093,7.1,2,204.4,15.72,dune,divergent,0.3462,0
TRX-0658,Adriatic Central Coast (Abruzzo),42.49573,14.36332,5.37,19,59.1,10.85,dune,convergent,0.5058,1
TRX-0659,Gold Coast Spit,-27.94917,153.49947,4.77,20,139.8,17.1,sandy,transitional,0.4304,0
TRX-0660,Ionian Barrier Spit,39.43621,16.36426,12.46,13,341.8,12.62,defence structure,divergent,0.9512,1
TRX-0661,Tyrrhenian Bay (Campania),40.87756,14.19201,7.43,17,210.1,7.23,riverbank,transitional,0.6918,1
TRX-0662,California Central Coast,36.99904,-122.10599,5.65,9,270.0,10.39,dune,convergent,0.7068,1
TRX-0663,Adriatic Central Coast (Abruzzo),42.38835,14.40487,2.98,16,105.2,17.01,dune,transitional,0.3397,0
TRX-0664,California Central Coast,37.08039,-121.98202,1.5,7,165.7,6.42,sandy,transitional,0.2902,0
TRX-0665,North Sea Barrier Island,53.60324,7.17308,10.86,3,273.6,15.5,sandy,convergent,0.7293,1
TRX-0666,Ionian Barrier Spit,39.47176,16.38407,3.05,8,338.8,8.54,gravel,divergent,0.6687,1
TRX-0667,California Central Coast,36.99408,-122.1889,2.66,5,31.7,14.77,sandy,transitional,0.0935,0
TRX-0668,Gold Coast Spit,-27.86533,153.2866,11.29,11,260.6,15.77,defence structure,transitional,0.6823,1
TRX-0669,Outer Banks Transect,35.8515,-75.48428,5.44,27,309.7,6.33,sandy,divergent,0.9401,1
TRX-0670,North Sea Barrier Island,53.49894,7.07707,7.82,25,342.7,8.78,dune,transitional,0.9435,1
TRX-0671,Ionian Barrier Spit,39.63065,16.4154,2.05,7,408.0,10.21,sandy,transitional,0.5449,1
TRX-0672,Tyrrhenian Bay (Campania),40.79495,14.23713,8.79,9,371.8,16.68,sandy,divergent,0.8819,1
TRX-0673,North Sea Barrier Island,53.35632,7.34004,7.89,27,315.8,14.89,sandy,divergent,0.9122,1
TRX-0674,California Central Coast,36.89278,-121.91245,5.05,26,294.1,11.45,sandy,transitional,0.7823,1
TRX-0675,Adriatic Central Coast (Abruzzo),42.47294,14.36789,12.24,9,140.4,16.67,dune,convergent,0.4548,0
TRX-0676,Gold Coast Spit,-27.91059,153.53384,9.77,14,335.7,8.06,sandy,divergent,0.9411,1
TRX-0677,Gold Coast Spit,-27.95867,153.39389,10.64,23,188.9,16.44,sandy,convergent,0.6849,1
TRX-0678,California Central Coast,36.98063,-121.95597,9.43,15,298.1,14.41,dune,convergent,0.8557,1
TRX-0679,Gold Coast Spit,-27.86269,153.31083,5.49,21,142.2,11.99,sandy,convergent,0.4643,0
TRX-0680,Ligurian Littoral,44.40409,9.25573,10.07,11,200.6,15.86,sandy,convergent,0.3744,0
TRX-0681,Outer Banks Transect,35.88986,-75.6904,5.65,6,177.4,9.41,riverbank,transitional,0.4017,0
TRX-0682,Ionian Barrier Spit,39.62205,16.64224,3.12,23,360.7,5.15,dune,transitional,0.877,1
TRX-0683,Ligurian Littoral,44.17672,9.16038,11.88,4,25.6,11.34,dune,divergent,0.3851,0
TRX-0684,Ionian Barrier Spit,39.56407,16.40716,10.88,26,126.5,14.2,gravel,transitional,0.56,1
TRX-0685,Ionian Barrier Spit,39.53002,16.64856,4.11,22,95.7,6.84,riverbank,convergent,0.5589,1
TRX-0686,Gold Coast Spit,-27.8278,153.38089,8.81,15,54.3,10.6,riverbank,divergent,0.4555,0
TRX-0687,California Central Coast,37.00606,-121.986,9.09,24,258.9,5.45,gravel,convergent,0.9167,1
TRX-0688,Outer Banks Transect,35.94902,-75.4682,12.12,20,303.8,15.03,sandy,transitional,0.9393,1
TRX-0689,California Central Coast,36.89075,-122.08159,5.14,18,36.4,6.83,sandy,transitional,0.3707,0
TRX-0690,Tyrrhenian Bay (Campania),40.7952,14.26913,2.46,4,145.3,17.22,gravel,divergent,0.1615,0
TRX-0691,North Sea Barrier Island,53.57435,7.32787,4.11,9,265.2,14.4,sandy,transitional,0.4875,0
TRX-0692,Gold Coast Spit,-27.8709,153.31538,10.78,22,274.7,10.22,sandy,convergent,0.9059,1
TRX-0693,Ligurian Littoral,44.16076,9.12807,9.06,14,66.4,16.14,gravel,transitional,0.3676,0
TRX-0694,Gold Coast Spit,-27.9521,153.52375,10.94,4,159.8,7.15,sandy,divergent,0.5699,1
TRX-0695,North Sea Barrier Island,53.51897,7.24894,3.29,1,230.4,11.92,gravel,convergent,0.1968,0
TRX-0696,Outer Banks Transect,35.65779,-75.54561,8.76,13,169.4,16.58,sandy,transitional,0.3314,0
TRX-0697,Adriatic Central Coast (Abruzzo),42.22432,14.49921,8.52,15,271.3,8.0,dune,transitional,0.9047,1
TRX-0698,Gold Coast Spit,-28.00253,153.48946,9.39,26,247.7,7.25,sandy,transitional,0.9307,1
TRX-0699,Outer Banks Transect,35.88944,-75.52686,7.2,20,172.6,9.69,sandy,divergent,0.718,1
TRX-0700,Ionian Barrier Spit,39.39888,16.58385,4.13,25,401.8,6.5,sandy,divergent,0.912,1
TRX-0701,North Sea Barrier Island,53.62112,7.23105,5.0,4,352.8,11.16,gravel,divergent,0.4404,0
TRX-0702,California Central Coast,36.82707,-122.07324,5.11,6,193.6,10.04,sandy,transitional,0.4054,0
TRX-0703,Gold Coast Spit,-27.89707,153.46428,9.15,16,230.9,12.91,sandy,transitional,0.8334,1
TRX-0704,North Sea Barrier Island,53.39458,7.08834,11.36,27,119.5,10.06,dune,transitional,0.8471,1
TRX-0705,Adriatic Central Coast (Abruzzo),42.35402,14.4032,5.63,15,284.3,11.89,sandy,convergent,0.7272,1
TRX-0706,Tyrrhenian Bay (Campania),40.92215,14.24886,10.0,27,177.2,5.58,riverbank,convergent,0.8678,1
TRX-0707,Gold Coast Spit,-27.87279,153.40498,10.25,11,406.7,15.83,sandy,convergent,0.9471,1
TRX-0708,Tyrrhenian Bay (Campania),40.83014,14.11537,5.42,1,88.7,10.7,dune,divergent,0.1511,0
TRX-0709,Gold Coast Spit,-28.00916,153.51394,8.02,23,289.5,13.47,gravel,transitional,0.8356,1
TRX-0710,Tyrrhenian Bay (Campania),40.94479,14.31881,3.0,1,103.7,12.93,dune,transitional,0.1478,0
TRX-0711,Ionian Barrier Spit,39.37583,16.58092,2.53,14,28.7,6.66,sandy,divergent,0.3943,0
TRX-0712,Gold Coast Spit,-27.92443,153.3304,7.46,27,176.7,8.84,sandy,divergent,0.7959,1
TRX-0713,California Central Coast,37.09385,-121.94542,9.42,20,312.4,17.49,sandy,transitional,0.8146,1
TRX-0714,Gold Coast Spit,-28.03043,153.28821,1.02,19,146.3,5.33,riverbank,transitional,0.4849,0
TRX-0715,Gold Coast Spit,-28.06492,153.45681,8.36,15,299.0,4.77,sandy,convergent,0.8728,1
TRX-0716,Ionian Barrier Spit,39.5263,16.55549,11.58,28,357.0,13.04,sandy,convergent,0.9869,1
TRX-0717,California Central Coast,37.08794,-121.95008,8.68,24,164.1,10.64,defence structure,convergent,0.6233,1
TRX-0718,Tyrrhenian Bay (Campania),40.90012,14.14873,3.13,20,216.9,14.82,defence structure,transitional,0.5146,1
TRX-0719,Ionian Barrier Spit,39.41283,16.36411,1.01,9,162.8,6.56,riverbank,divergent,0.3923,0
